27532,9339.256740737439
27533,5696.500917606723
27534,5637.070498643319
27535,19318.374103214574
27536,4143.661657633385
27537,9097.257189157637
27538,3465.0752538737706
27539,3844.611600240789
27540,2944.835586939621
27541,4617.819217453903
27542,5839.476567560181
27543,3531.2016783448507
27544,12485.442745021935
27545,7129.366642999682
27546,2862.175568752061
27547,6914.149685044356
27548,3332.366914317671
27549,4898.603102447789
27550,4474.1814108464505
27551,6905.902083543833
27552,7282.765992596706
27553,6315.221134707226
27554,8329.958872902454
27555,10788.323175710539
27556,7819.101580364489
27557,9739.004945554065
27558,10014.386771892949
27559,6664.289465523114
27560,7942.932292158741
27561,7369.747076193774
27562,6766.460738176232
27563,6644.196603423138
27564,9174.45897923223
27565,4153.994501933269
27566,5065.473398313868
27567,7335.739125556738
27568,11905.723070678276
27569,2947.4555922457594
27570,4466.083962143627
27571,9727.177902992486
27572,6116.00395558715
27573,7482.415327411058
27574,7572.15029200455
27575,5937.81279079939
27576,12541.990710590604
27577,8520.460000586936
27578,8014.7425641172895
27579,12214.806608614666
27580,5153.816061815843
27581,2783.2916905840407
27582,3865.2917200999045
27583,7157.403908435118
27584,22859.684090816554
27585,5992.936660108254
27586,5569.2878112048675
27587,4157.446378038472
27588,7703.930534627438
27589,7759.126220139365
27590,7819.333048643188
27591,19859.025306111762
27592,14533.717971900573
27593,5949.669459942452
27594,14491.379961239698
27595,5281.271021934845
27596,3595.932219747345
27597,4904.860452899368
27598,8016.27626171444
27599,8798.83668856692
27600,4729.108020515341
27601,3055.7909299717144
27602,6242.472590794669
27603,6143.756885000242
27604,4357.778874141479
27605,3926.6118378979227
27606,3616.97713621899
27607,10538.288183865792
27608,14403.025638867
27609,10766.545357521602
27610,9121.667941649031
27611,4968.688603153397
27612,4251.289934013021
27613,8162.594819139567
27614,12025.753790199662
27615,7880.175725352457
27616,10244.102111279535
27617,4411.708924322232
27618,13985.76126877078
27619,11695.346773009942
27620,4923.522011241546
27621,5475.951146903057
27622,3814.535471937522
27623,5101.507134167969
27624,10712.415671871719
27625,4475.904543804553
27626,4310.111980638
27627,6631.552354275611
27628,3456.5537738289295
27629,13341.743427786596
27630,3723.997644231851
27631,8303.428473783057
27632,5467.801249601789
27633,6414.347452639814
27634,2224.8971496750087
27635,9051.52450525922
27636,7443.504082580571
27637,17394.87178695886
27638,4832.308355662079
27639,5971.557459387529
27640,3338.964158800798
27641,3792.356723223338
27642,5847.835681208238
27643,4669.08834988014
27644,5154.897152674243
27645,10195.89696341481
27646,12432.928823015913
27647,9061.930414138178
27648,14619.52045521409
27649,5642.5864669111015
27650,5053.028623915513
27651,3655.461213393963
27652,11779.351338927636
27653,3975.7103953042956
27654,7250.376966024039
27655,6040.107039386415
27656,12741.993823256596
27657,11035.546305339098
27658,4271.63913407544
27659,8781.470103519447
27660,3699.9870214829625
27661,10278.697542552636
27662,4459.6694029549235
27663,9598.342394638936
27664,5340.806590965835
27665,3398.9838373654466
27666,11210.378047475315
27667,6197.27083852796
27668,3313.2016826158692
27669,7350.089140170678
27670,28391.73599510431
27671,5587.636212845253
27672,3523.094333124502
27673,3610.4589028625605
27674,5536.780347293288
27675,4853.989617489872
27676,17375.27839882381
27677,3628.5116229323135
27678,21287.068418117255
27679,20589.087277998948
27680,4111.853876218914
27681,5387.0873630707465
27682,4766.576205867482
27683,4956.079525203262
27684,20946.40418029423
27685,6649.991260317489
27686,5415.227799213272
27687,6154.638730922079
27688,19960.482871777924
27689,5413.212155419193
27690,2822.9971177474663
27691,5884.025960545718
27692,7446.613432950798
27693,6514.959637528973
27694,4742.858011053355
27695,16323.264453949421
27696,6608.200410967331
27697,3781.1402034588323
27698,5380.493699781699
27699,3877.620728143379
27700,18196.357626195655
27701,15821.60494031181
27702,5276.257357649623
27703,1973.1129988892003
27704,16720.47108005717
27705,8901.902781265086
27706,10012.613403288302
27707,5655.974006957794
27708,3750.8193747690298
27709,3756.175768523413
27710,15141.666122505347
27711,2899.036108094833
27712,14046.826101621553
27713,10413.915808102542
27714,5084.280597446052
27715,24322.526041571957
27716,8833.849924071481
27717,2932.584398276123
27718,6992.693293455843
27719,25144.49808721737
27720,15120.354637353974
27721,4680.2197533266835
27722,5448.310449461499
27723,5397.038716764077
27724,7518.518499073343
27725,8974.272612696543
27726,16293.131812677895
27727,3552.470997831306
27728,3866.153881026401
27729,8687.968421438676
27730,2906.9097763773507
27731,9710.061751991238
27732,19422.929416938263
27733,15165.56743080176
27734,9959.969089803482
27735,20579.59439456543
27736,4278.89704495565
27737,7089.894606775413
27738,7413.3288668834275
27739,5696.327532221197
27740,16812.587384222417
27741,7276.1674790675015
27742,17076.77482701024
27743,10148.488567778344
